appid,title_new,rank_new,price_text_new,release_text_new
3689540,KING's RAID,1231,Free,Coming soon
3516590,Allumeria,1232,Unpriced (Coming Soon),2026
3829400,Grand Tactician: Napoleonic Wars (1792-1815),1233,Unpriced (Coming Soon),To be announced
3048060,Trivia Murder Party 3,1237,Free,Coming soon
4665290,Alien: Isolation 2,1239,Free,Coming soon
1191960,Detective Simulator,1240,Unpriced (Coming Soon),To be announced
2795590,Compensation Not Guaranteed,1241,Free,Coming soon
3273260,Lost Host,1242,Unpriced (Coming Soon),2026
3867180,Rance IX,1243,Free,Coming soon
3774860,BOMMY,1245,Unpriced (Coming Soon),To be announced
3563470,RAEV: Kingdom on the Distant Shores,1246,Unpriced (Coming Soon),2026
1435900,Route 66 Simulator,1247,Free,Coming soon
4020810,NTL: No Time Left,1248,Free,Coming soon
2542310,Fatal Run 2089,1250,Free,Coming soon
2775830,100 Pirate Cats,1251,Free,Coming soon
3469420,Biofactory,1254,Unpriced (Coming Soon),2026
1363400,No More Light,1255,Unpriced (Coming Soon),To be announced
2276810,JunkTok: Paranormal Investigators Challenge,1257,Free,Coming soon
1468110,Elements,1258,Free,Coming soon
1163350,Property Tycoon,1260,Free,Coming soon
1148130,Divinum,1261,Unpriced (Coming Soon),2026
2983860,ISO-CORE,1262,Free,2027
3136340,Echoes Below,1263,Unpriced (Coming Soon),2026
3640840,LANDLORD,1265,Unpriced (Coming Soon),To be announced
1387810,Soup Pot,1267,Free,Coming soon
2154780,Elation For The Wonder Box 6000,1268,Unpriced (Coming Soon),Q3 2026
2154420,Never Alone 2,1271,Unpriced (Coming Soon),To be announced
2242340,Car Rental Simulator,1272,Unpriced (Coming Soon),Q3 2026
1684370,Drug Grower Simulator,1273,Free,Coming soon
2658410,Soul Blade,1275,Unpriced (Coming Soon),To be announced
2981400,Middle Ages: Peasants & Knights,1276,Free,2027
3275050,Ex Sanguis,1280,Unpriced (Coming Soon),Q3 2026
3121890,Erased,1281,Free,Coming soon
3445610,BOMBSHELL BLITZ,1283,Unpriced (Coming Soon),To be announced
3126990,Sealubbers,1285,Unpriced (Coming Soon),To be announced
2101420,GIMMIKO,1286,Unpriced (Coming Soon),To be announced
2755990,Miss Paint,1287,Free,Coming soon
4164790,Survival Log,1288,Unpriced (Coming Soon),Q3 2026
3188660,Motocross The Game,1289,Unpriced (Coming Soon),To be announced
2593980,Trainfort,1290,Unpriced (Coming Soon),To be announced
3316500,DMZ: Nuclear Survival,1291,Free,Coming soon
1253800,The Pope: Power & Sin,1292,Unpriced (Coming Soon),To be announced
1303940,Faraway Lands: Rise of Yokai,1293,Free,Coming soon
2593340,Wonderia,1295,Unpriced (Coming Soon),2026
3746560,Ethernia,1298,Free,Coming soon
3148560,Project TurboBlast,1299,Unpriced (Coming Soon),2026
2999120,Retrieval,1302,Unpriced (Coming Soon),To be announced
3238520,A Waddleful Life,1303,Unpriced (Coming Soon),To be announced
3256040,Shardbreakers,1304,Unpriced (Coming Soon),To be announced
1030780,Afterconflict,1305,Unpriced (Coming Soon),To be announced
2262020,Exo Rally Championship,1306,Unpriced (Coming Soon),2026
2501620,Kandyland,1307,Unpriced (Coming Soon),To be announced
3334760,Awaysis,1308,Free,Coming soon
3180340,RIG Riot,1309,Unpriced (Coming Soon),August 2026
2593570,DDS x Narcos,1310,Unpriced (Coming Soon),2026
2537650,MEATSHOT,1311,Free,Coming soon
992840,Car Wash Simulator,1312,Free,Coming soon
3309290,Black Raven,1314,Free,Coming soon
1574290,Steel Bounty,1316,Unpriced (Coming Soon),To be announced
2741550,Pipsqueak!,1319,Unpriced (Coming Soon),To be announced
1825030,Daomei Village,1320,Unpriced (Coming Soon),Q4 2026
994560,Metal Revolution / 金属对决,1321,Free,Coming soon
2520400,Nox Mortalis,1325,Unpriced (Coming Soon),2026
3718160,EVILBANE,1326,Unpriced (Coming Soon),To be announced
3052150,Split Fiction - Friend's Pass,1327,Unpriced (Coming Soon),"Mar 6, 2025"
2465380,Primal Earth,1328,Free,Coming soon
3588150,The Bureau of Fantastical & Arcane Affairs,1329,Free,Coming soon
2771630,Project C██████,1334,Unpriced (Coming Soon),To be announced
3209950,MARINES VS GOD,1335,Unpriced (Coming Soon),2026
3856030,Bolt Action,1336,Unpriced (Coming Soon),To be announced
2278950,Stars of Icarus,1337,Unpriced (Coming Soon),2026
3869500,VOIMA,1338,Unpriced (Coming Soon),To be announced
3619580,The Apocalypse,1339,Unpriced (Coming Soon),To be announced
4085430,Cozy Campfire Club,1341,Unpriced (Coming Soon),2026
3197890,LURKS WITHIN WALLS,1342,Free,Coming soon
983680,SILENT DOOM,1344,Unpriced (Coming Soon),To be announced
3993370,Grand Pro Circuit,1345,Unpriced (Coming Soon),To be announced
3084810,Tower Lab,1346,Unpriced (Coming Soon),Q3 2026
2780230,PIGGY ONE SUPER SPARK,1347,Free,Q2 2027
2451040,Scarlet Lake,1349,Unpriced (Coming Soon),To be announced
1941640,4D Miner,1352,Free,Coming soon
2707670,SCP: Valravn,1353,Free,Coming soon
2605900,DIGESTED,1355,Unpriced (Coming Soon),2026
1602300,The Grotto Diary,1356,Unpriced (Coming Soon),To be announced
1797850,Goodlands,1357,Free,Coming soon
3818090,Haunted Room! Urami-chan,1358,Unpriced (Coming Soon),2026
1416360,Dissident: Frostland Escape,1359,Unpriced (Coming Soon),To be announced
1120790,We are Legion: Rome,1361,Unpriced (Coming Soon),To be announced
2870250,Layers Deep,1362,Unpriced (Coming Soon),To be announced
1662050,Noble's Life: Kingdom Reborn,1364,Free,Coming soon
2976030,Spell Fragments,1365,Free,Coming soon
1621910,Radio Commander: Pacific '41,1368,Unpriced (Coming Soon),To be announced
2752020,Lair of the Leviathan,1370,Unpriced (Coming Soon),To be announced
3769800,Elevator,1371,Unpriced (Coming Soon),2026
4113160,Begraved,1373,Unpriced (Coming Soon),2026
2986110,Rover's Tale,1374,Unpriced (Coming Soon),2026
685560,Arenus,1375,Free,Coming soon
1851420,INITIAL D,1376,Free,Coming soon
2058960,Earthless,1377,Unpriced (Coming Soon),To be announced
3012400,Morriton Manor Stories: Nordic Whispers,1379,Unpriced (Coming Soon),To be announced
2396760,ShellShot Arena,1380,Unpriced (Coming Soon),To be announced
1261370,WILDLANDS,1381,Free,Coming soon
1892100,HEART ABYSS,1382,Free,Coming soon
3557360,Second Stone: The Legend of the Hidden World,1384,Unpriced (Coming Soon),To be announced
3869850,Welcome to the Game III,1385,Free,Coming soon
2141160,Alien Deathstorm,1386,Unpriced (Coming Soon),To be announced
3441990,Withering Realms,1387,Unpriced (Coming Soon),September 2026
782940,RAWMEN: Food Fighter Arena 🍜,1388,Unpriced (Coming Soon),To be announced
2478130,PROJECT SURVIVAL #Working title,1389,Free,Coming soon
1965470,Barkhan,1390,Unpriced (Coming Soon),To be announced
3836490,Lead The Dragon,1391,Unpriced (Coming Soon),Q4 2026
612660,Just Us,1392,Unpriced (Coming Soon),To be announced
3987060,If Red Then Stop,1393,Unpriced (Coming Soon),To be announced
3276270,Fallen Fates,1399,Unpriced (Coming Soon),To be announced
4110140,Harvest Skies: Crop Dusting Simulator,1401,Free,Coming soon
2353010,Pale Dots,1402,Unpriced (Coming Soon),To be announced
3770380,Please Serve Only the Most Delicious Garbage,1404,Unpriced (Coming Soon),To be announced
3512750,Vampire's Veil,1405,Unpriced (Coming Soon),To be announced
3086670,SKINWALKER: First Blood,1406,Unpriced (Coming Soon),2026
1294620,CrocApoca!! Crocodile maiden at the End of the World,1407,Unpriced (Coming Soon),July 2026
2542170,MOONSHIRE,1409,Free,2027
2427980,Monterona,1410,Free,Coming soon
2921580,IMMORTAL: Gates of Pyre,1411,Unpriced (Coming Soon),To be announced
1834220,Rooster,1413,Free,Coming soon
1387640,Where Birds Sleep,1415,Free,Coming soon
3572310,Ministry of Order,1416,Unpriced (Coming Soon),Q4 2026
2561340,Deliver Us Home,1417,Free,Coming soon
1512190,Hunternet Starfighter,1419,Unpriced (Coming Soon),To be announced
2251220,High Times - Dating/Cooking Sim,1420,Unpriced (Coming Soon),"Jul 23, 2026"
3395320,Critical Shift,1422,Unpriced (Coming Soon),To be announced
4295810,A Whisper of Fall: Jinyiwei,1423,Unpriced (Coming Soon),To be announced
3336070,CYBRLICH and the Death Cult of Labor,1424,Unpriced (Coming Soon),To be announced
1766500,Dread Pilots,1425,Unpriced (Coming Soon),To be announced
1902860,Light Odyssey,1426,Unpriced (Coming Soon),2026
942220,Ambulance Simulator,1434,Unpriced (Coming Soon),To be announced
2897710,Truck Manager,1435,Free,Coming soon
905240,Street Tuning Evolution,1438,Unpriced (Coming Soon),To be announced
1356250,Airport Renovator,1439,Free,Coming soon
2789020,Hibernaculum,1440,Free,Coming soon
3541250,Welcome to Brightville,1441,Unpriced (Coming Soon),To be announced
3832030,BOOST VECTOR EX,1442,Free,Coming soon
3919810,Moulder,1444,Unpriced (Coming Soon),To be announced
2275750,Ascendance,1445,Free,2027
2962320,Artificial Detective,1446,Free,2027
2115210,URBANO - Legends' Debut,1447,Free,Coming soon
2027030,Power Drill Massacre,1448,Unpriced (Coming Soon),To be announced
1318190,Gladiators Manager,1449,Unpriced (Coming Soon),To be announced
4067370,Prospice,1450,Unpriced (Coming Soon),To be announced
2629710,Rift: Genesis,1451,Unpriced (Coming Soon),To be announced
2856410,ALZARA Radiant Echoes,1453,Free,Coming soon
1303400,Whisker Squadron: Untitled Space Game,1455,Unpriced (Coming Soon),To be announced
3424910,Mushroom Hunter Simulator,1459,Unpriced (Coming Soon),Q3 2026
2134720,Stormbinders,1460,Free,Coming soon
1019932,Dark Deception Chapter 5,1465,Free,Coming soon
1557140,What Lives Below,1466,Free,Coming soon
3122600,Glintseeker Island,1468,Free,2027
2118890,Backrooms VHS,1470,Free,Coming soon
1836400,Mossfield Origins,1471,Unpriced (Coming Soon),To be announced
1522360,Dinos Reborn,1472,Unpriced (Coming Soon),To be announced
1487570,Far North Survival,1473,Free,Coming soon
2639270,Photography Simulator Wildlife Prologue,1474,Free,Coming soon
1234570,Star Fetchers : Episode 1,1475,Free,Coming soon
3822320,Dream Hollow,1478,Unpriced (Coming Soon),To be announced
1561080,A Frog's Tale,1479,Unpriced (Coming Soon),To be announced
3894850,Nothing To Declare,1481,Unpriced (Coming Soon),"Aug 1, 2026"
3254990,Corpse Party II: Darkness Distortion,1484,Free,Coming soon
1355900,Tattered Banners,1485,Unpriced (Coming Soon),Q4 2026
2361560,Dr. Emmerson's Nocturnes,1486,Free,2026
3513120,YAKOH SHINOBI OPS,1488,Free,2027
2485410,Slowly Sliding Ducks,1489,Unpriced (Coming Soon),2026
3577020,Clean Start,1491,Unpriced (Coming Soon),To be announced
2165040,Sally,1492,Free,Coming soon
1713730,Moadra,1493,Unpriced (Coming Soon),To be announced
2408030,Anime Tokyo,1494,Free,Coming soon
2590330,Dino Run 2,1495,Unpriced (Coming Soon),To be announced
2776910,100 Paris Cats,1496,Free,Coming soon
1159150,BOC: Birth of Cultures,1498,Free,Coming soon
1883360,The White Raven,1500,Free,Coming soon
1576780,WWII Online: Chokepoint,1501,Free,Coming soon
1207690,My Work Is Not Yet Done,1502,Unpriced (Coming Soon),To be announced
2284140,GREENFIELD,1505,Unpriced (Coming Soon),To be announced
2349420,ELDRIMAR,1506,Free,Coming soon
3973160,Crimson Freedom,1508,Unpriced (Coming Soon),2026
3432980,Ballistic.exe,1509,Unpriced (Coming Soon),To be announced
2514620,Touhou Dungeon Maker: The labyrinth of heart,1511,Free,Coming soon
1325580,The Mighty Eighth VR,1512,Unpriced (Coming Soon),To be announced
2482760,Hunting Simulator 3,1513,Unpriced (Coming Soon),Q4 2026
3466240,Valkyrie Iteration: Mecha Pilot Raising Pocket Simulator,1514,Unpriced (Coming Soon),2026
3845210,Papa Needs a Headshot,1518,Unpriced (Coming Soon),Q4 2026
3806350,Harventure,1519,Unpriced (Coming Soon),2026
1549600,Complex SKY,1521,Free,Coming soon
2954590,Musgro Farm,1522,Unpriced (Coming Soon),2026
3581910,Victory Banner,1523,Free,Coming soon
1730790,A Sister's Journey,1524,Unpriced (Coming Soon),2026
1641040,Hyde's Haunt & Seek,1525,Free,Coming soon
2518790,Hieronymus,1526,Unpriced (Coming Soon),To be announced
3103620,Witch the Showdown,1528,Free,Coming soon
2547010,Mik,1529,Unpriced (Coming Soon),To be announced
2304360,Mainland,1530,Unpriced (Coming Soon),2026
1705720,Aftermath,1531,Free,Coming soon
2446660,Dragonscale Monastery,1532,Unpriced (Coming Soon),2026
3716910,Whispers in the fog,1533,Unpriced (Coming Soon),To be announced
3772190,HALLOW BLADE,1534,Unpriced (Coming Soon),To be announced
2334600,Family Land - Farmer Simulator,1535,Unpriced (Coming Soon),2026
3453490,Rootbound,1536,Unpriced (Coming Soon),2026
3010150,BLOODY HELL 2,1537,Unpriced (Coming Soon),To be announced
2127730,Tactics Returners,1538,Unpriced (Coming Soon),To be announced
2809220,Status Entropos,1540,Unpriced (Coming Soon),To be announced
1636680,Peachleaf Valley: Seeds of Love - a farming inspired otome,1541,Free,Coming soon
4240150,Sister Other Paranoia,1542,Unpriced (Coming Soon),2026
3681340,All Living Things,1543,Unpriced (Coming Soon),To be announced
3177710,On The Train,1545,Free,Coming soon
847720,Söldner: Secret Wars Remastered,1548,Free,Coming soon
2539340,PlanetSmith,1549,Unpriced (Coming Soon),To be announced
1292510,Everstorm,1550,Free,2026
2082570,SCP - Containment Breach Reborn,1551,Free,To be announced
1157900,Ten Thousand Coins: The Golden Merchant,1552,Unpriced (Coming Soon),To be announced
1473260,Black Gold: Oil Drilling Simulator,1553,Unpriced (Coming Soon),Q2 2026
1668340,Eternal Tombs,1554,Free,To be announced
3193330,Tia:weird hunter,1555,Free,Coming soon
1472730,SimBus,1556,Free,Coming soon
2976110,Separated,1557,Unpriced (Coming Soon),Q3 2026
2334320,Cthulhu Keeper,1559,Unpriced (Coming Soon),To be announced
2809200,Fading Skies,1561,Unpriced (Coming Soon),To be announced
2497020,Sick Samurai,1562,Free,Q1 2027
3833810,Bioneers,1563,Free,Coming soon
1735880,Drake Frontier,1564,Free,Coming soon
1847180,MORTAL CRUX,1565,Free,Coming soon
2329690,KOOK,1566,Unpriced (Coming Soon),To be announced
896250,Liquidation,1567,Unpriced (Coming Soon),Q3 2026
3749830,Neath,1569,Unpriced (Coming Soon),2026
764930,Hubert,1570,Free,Coming soon
2329070,POSTFROST,1571,Free,Coming soon
2076210,Southfield,1572,Free,Coming soon
3900950,Too Many F*cking Nazis,1575,Free,Coming soon
2507690,Thalassophobia,1576,Unpriced (Coming Soon),2026
2246370,Music Power Up,1577,Unpriced (Coming Soon),2026
3410390,Hear Tell of Hauntings,1578,Unpriced (Coming Soon),To be announced
3454770,Endless Machines,1580,Unpriced (Coming Soon),To be announced
1823210,Breeze in the Clouds,1581,Unpriced (Coming Soon),To be announced
3071440,A Week in the Life of Asocial Giraffe,1582,Free,Coming soon
3622350,Kill Joy,1584,Unpriced (Coming Soon),To be announced
473750,Feudums,1585,Free,2026
1647220,"Once,in Times of Chaos",1586,Unpriced (Coming Soon),To be announced
4402330,The 9th Dragon,1589,Unpriced (Coming Soon),To be announced
3547910,Alisa: The Parting,1592,Free,Coming soon
3894830,Next In Line: Supermarket,1593,Unpriced (Coming Soon),2026
2218540,Heavy Duty Construction,1594,Free,Coming soon
2198310,PALEOPHAGE,1595,Free,Coming soon
812910,Zodiac Legion,1596,Free,Coming soon
3630010,CoopRooms,1597,Free,Coming soon
2453200,Metalstorm,1598,Free,Coming soon
2695810,Sunset Devils,1599,Free,Coming soon
1188870,Earthbreakers,1601,Free,Coming soon
816070,Blunt Force,1603,Free,Coming soon
3560630,Meat Without Master,1604,Unpriced (Coming Soon),To be announced
1066740,Mercyful Flames: The Witches,1605,Free,Coming soon
2710920,Aeterna Lucis,1608,Unpriced (Coming Soon),2026
2381500,Engine Simulator,1610,Unpriced (Coming Soon),To be announced
1773220,Train Mechanic Simulator 2025,1613,Free,Coming soon
1113080,Dog Trainer,1614,Unpriced (Coming Soon),To be announced
2139040,"Cook, Serve, Delicious: Re-Mustard!",1615,Unpriced (Coming Soon),2026
1354980,Decimated,1616,Free,Coming soon
4463840,Inquisitor Simulator,1617,Free,Coming soon
1324400,Crimepunk Detective,1618,Unpriced (Coming Soon),To be announced
3404880,Someone's Inside Me,1621,Unpriced (Coming Soon),To be announced
2841710,Vermin,1622,Unpriced (Coming Soon),To be announced
3323210,The Age of Bhaarat,1625,Unpriced (Coming Soon),To be announced
4260270,Stranded with You,1626,Free,Coming soon
3432480,Shards of Order,1627,Unpriced (Coming Soon),To be announced
1120330,Sky of Tides,1628,Unpriced (Coming Soon),To be announced
2503230,Bogdan's Cross,1629,Unpriced (Coming Soon),To be announced
4208140,Defender of the Crown: The Legend Returns,1630,Unpriced (Coming Soon),2026
2577430,Ghost Vanguard,1631,Unpriced (Coming Soon),To be announced
4206080,Neidfyre,1632,Unpriced (Coming Soon),2026
2185250,Iron Corbo: Kung Fu Janitor,1633,Unpriced (Coming Soon),To be announced
1689130,MaguSphere - Magical Cannon Girls,1634,Free,Coming soon
1890780,Szrot,1635,Free,Coming soon
2635440,Team Fortress 2 Legacy,1637,Free,Coming soon
1892580,Zombotron Re-Boot,1638,Free,Coming soon
3519500,Elusive,1639,Free,Coming soon
1103820,Siege of Irdor,1641,Unpriced (Coming Soon),To be announced
2549040,Night of the Slayers,1642,Unpriced (Coming Soon),To be announced
2937690,Memora Wanderer,1643,Unpriced (Coming Soon),To be announced
1652580,Imperial Grace,1644,Unpriced (Coming Soon),2026
2499780,Garten of Banban 5,1646,Free,Coming soon
3168560,Dragon's Brew,1648,Unpriced (Coming Soon),Q4 2026
1725980,Godshard Chronicles,1649,Unpriced (Coming Soon),To be announced
2642390,The Whims of the Gods,1650,Unpriced (Coming Soon),2026
2363280,NULLSPACE,1651,Unpriced (Coming Soon),To be announced
3459050,Acrolyte,1654,Unpriced (Coming Soon),To be announced
3097730,Re:VER PROJECT -TOKYO-,1656,Unpriced (Coming Soon),2026
2075460,They Speak From The Abyss,1657,Free,2027
1735370,Necrowave,1658,Free,Coming soon
3502970,DO NOT PLAY,1659,Unpriced (Coming Soon),2026
3188510,Project SEVER,1661,Unpriced (Coming Soon),2026
1801140,Guns Undarkness,1663,Unpriced (Coming Soon),2026
1043850,Project Warlock: Lost Chapters,1664,Unpriced (Coming Soon),To be announced
2780040,Kimekyawa♥GenkaiBeat-chan!!,1665,Unpriced (Coming Soon),2026
2731290,Kanjozoku - Wangan Runners,1667,Free,Coming soon
1635640,Rhythm Quest,1669,Unpriced (Coming Soon),To be announced
2290870,Clown Meat,1670,Unpriced (Coming Soon),2026
2611600,Bumpkin and Sprout,1671,Unpriced (Coming Soon),To be announced
3850980,687 Days on Mars,1675,Unpriced (Coming Soon),2026
2231460,Roman Sands RE:Build,1676,Free,Coming soon
2227100,Jerma's Big Adventure 2,1677,Free,To be announced
3695630,Project Landsword,1679,Free,Coming soon
4414860,Direland,1680,Unpriced (Coming Soon),To be announced
3154550,Aegis Force: The Scorian War,1681,Unpriced (Coming Soon),2026
1776200,The Inn Between,1683,Unpriced (Coming Soon),To be announced
2783370,Teeto,1684,Free,Coming soon
1313210,Nimoyd - Survival Sandbox,1687,Free,Coming soon
3736800,Dungeon Picnic,1688,Unpriced (Coming Soon),To be announced
355750,Miegakure: Hide & Reveal,1689,Free,Coming soon
2007350,Cozy Room,1691,Unpriced (Coming Soon),To be announced
3411900,Kero Quest 64,1692,Unpriced (Coming Soon),2026
3239830,Truth Scrapper,1693,Unpriced (Coming Soon),To be announced
1334230,Revolution: The Spark,1694,Free,Coming soon
4167640,Horde of Distraction,1695,Free,Coming soon
2611240,Normal Fishing,1696,Free,Coming soon
3139290,Life of a Lonely Indie Game Developer,1697,Unpriced (Coming Soon),2026
1303090,Doctor Simulator,1698,Unpriced (Coming Soon),To be announced
4203890,Pirate Panic!,1700,Unpriced (Coming Soon),To be announced
3432860,Psycho-Sleuth,1701,Unpriced (Coming Soon),2026
1444080,Dewdrop Dynasty,1702,Unpriced (Coming Soon),"Jul 21, 2026"
4346690,Genigods: Nezha,1703,Unpriced (Coming Soon),To be announced
988960,Silenced,1704,Free,Coming soon
1449820,Police Interceptors,1705,Unpriced (Coming Soon),To be announced
3718500,The Bagman,1706,Unpriced (Coming Soon),To be announced
2864310,Forest Hills: The Last Year,1707,Free,Coming soon
2014520,Tails of Fate,1711,Unpriced (Coming Soon),To be announced
1386720,Domynyo,1712,Free,Coming soon
2352230,Little Big Adventure - Purple Empire,1713,Free,Coming soon
2895680,"Below, Rusted Gods",1714,Unpriced (Coming Soon),Q2 2026
2640200,Project D████,1715,Unpriced (Coming Soon),To be announced
1761910,Athanasia,1717,Free,Coming soon
1040240,Transformice Adventures,1718,Free,To be announced
2999040,Times of Survival,1721,Free,Coming soon
1721590,DEATHGRIP,1722,Free,Coming soon
2309440,Combat Champions,1723,Unpriced (Coming Soon),To be announced
2704090,Celestial Return,1725,Free,Coming soon
2493130,Train Planet,1726,Free,To be announced
2541930,Cozynauts,1727,Free,Coming soon
1865770,Ragnarok V: Returns,1729,Free,Coming soon
3855850,Agent of Strange,1730,Free,Coming soon
1697770,Doodle God Universe,1731,Free,Coming soon
1689340,Island of Winds,1732,Unpriced (Coming Soon),2026
4200110,Nekome: Nazi Hunter,1734,Unpriced (Coming Soon),To be announced
2537980,Drăculești,1737,Unpriced (Coming Soon),2026
2923140,Defcon Zero: Frontlines of Tomorrow,1738,Unpriced (Coming Soon),To be announced
1236170,The Fold: Ingression,1740,Unpriced (Coming Soon),To be announced
2117160,Dead Age: Survivors,1742,Unpriced (Coming Soon),To be announced
2383240,Ecumene Aztec,1743,Free,Coming soon
2358630,Western Rye,1745,Free,Coming soon
4054220,Unleash The Avatar,1746,Unpriced (Coming Soon),To be announced
1345450,Phantom Doctrine: The Cabal,1748,Free,Coming soon
1823300,Untamed Isles,1750,Free,Coming soon
2578180,Save the Villainess: An Otome Isekai Roleplaying Game,1752,Free,Coming soon
3891400,Mixed Spirits: Bartender,1753,Unpriced (Coming Soon),"Sep 12, 2026"
3867160,Rance Quest Magnum,1754,Free,Coming soon
1983910,Prison Survival: Architect of Crime Simulator,1755,Free,Coming soon
2628450,Times of Progress,1756,Free,Coming soon
4139200,Prism 2033,1757,Free,Coming soon
2597200,Across the Wonderlands,1758,Unpriced (Coming Soon),To be announced
1858700,Grey Eminence,1759,Unpriced (Coming Soon),To be announced
1425660,SCP : Forgotten Facility,1760,Free,Coming soon
4188680,Walled Haven,1761,Unpriced (Coming Soon),To be announced
2904640,Click Click Dig: Idle Mine,1762,Unpriced (Coming Soon),To be announced
2259590,Arcticide,1766,Free,Coming soon
3130880,Solaria,1767,Unpriced (Coming Soon),Q3 2026
3017770,Zlin City: Arch Moderna,1768,Unpriced (Coming Soon),To be announced
3333190,Road Truckers: New Beginning,1769,Unpriced (Coming Soon),2026
3260240,Drivers of the Apocalypse,1770,Unpriced (Coming Soon),To be announced
1502460,B-17 Squadron,1771,Free,
3789230,Kalit,1772,Free,Coming soon
3917700,DiceVaders,1773,Unpriced (Coming Soon),To be announced
3004280,World of Magic: Rise of Magic,1779,Unpriced (Coming Soon),"Oct 1, 2026"
1993210,Abyssals,1780,Unpriced (Coming Soon),To be announced
1936310,Sugoi Adventure! DragonSlayer,1781,Unpriced (Coming Soon),August 2026
1852510,Corsairs Legacy: Naval Mission - Pirate Action RPG,1782,Unpriced (Coming Soon),To be announced
3151140,Shelf Heroes,1783,Unpriced (Coming Soon),To be announced
2005910,Olliefrog Toad Skater,1784,Unpriced (Coming Soon),To be announced
3594530,Ghost Haunting,1785,Unpriced (Coming Soon),To be announced
3045530,HEAVY AS STONE,1787,Unpriced (Coming Soon),To be announced
3892510,Asterfel,1788,Free,Coming soon
792380,Survival Journals,1789,Free,Coming soon
1898110,MeetLight and the secrets of the universe,1792,Free,Coming soon
2530250,PARKSIDE: DECAYED SOUL MANIPULATION,1793,Unpriced (Coming Soon),2026
2946140,Windpunk,1794,Unpriced (Coming Soon),To be announced
3966570,Spot Zero,1796,Free,2026
1072910,Drill Man Rumble,1798,Free,Coming soon
1368180,Wildekin,1800,Unpriced (Coming Soon),2026
2287780,TouHou Legend of Fairy Souls,1801,Unpriced (Coming Soon),2026
1724080,Plastic,1802,Free,Coming soon
1478730,Tune My Car,1803,Unpriced (Coming Soon),To be announced
3347910,Rat Game,1806,Unpriced (Coming Soon),Q3 2026
347460,"Heart Forth, Alicia",1807,Unpriced (Coming Soon),To be announced
1826380,Mayhem Brawler II: Best of Both Worlds,1808,Unpriced (Coming Soon),To be announced
968710,Hazelnut Bastille,1809,Free,Coming soon
3866080,Stick A Round,1810,Unpriced (Coming Soon),To be announced
3601680,Slain 2: The Beast Within,1811,Unpriced (Coming Soon),2026
2881620,Paraside: Duality Unbound,1813,Free,Coming soon
2165530,Make me Float,1815,Free,Coming soon
4055780,Gunship Origins,1816,Unpriced (Coming Soon),To be announced
2953540,Neverseas,1817,Free,2026
2986590,HYPNOSYNC,1819,Free,2026
2356810,Tales Of Shadowland,1820,Free,Coming soon
2871010,VanySlash,1821,Unpriced (Coming Soon),2026
3857800,Outlaw's Vengeance,1822,Unpriced (Coming Soon),To be announced
2079920,NAME OF THE WILL,1823,Unpriced (Coming Soon),2026
2640920,Network Engineer Simulator,1824,Free,Coming soon
3607300,Pera Coda,1826,Unpriced (Coming Soon),To be announced
1193170,DEFICIT,1828,Free,Coming soon
3143530,Shadow Project,1829,Unpriced (Coming Soon),2026
4333200,Lost & Found: A This Bed We Made Story,1830,Unpriced (Coming Soon),To be announced
1848610,Rogue Mansion,1832,Unpriced (Coming Soon),To be announced
2431790,Cyber Paradise,1833,Free,Coming soon
3873770,AXERAS,1834,Free,Coming soon
993960,The Faceless Double,1835,Free,Coming soon
2327640,Deadlock Station,1837,Free,Coming soon
2963650,Echo: Defy Death,1838,Free,Coming soon
3380990,Starborn Phoenix Ship,1839,Free,
2659980,V.E.D.A: The Awakening of Souls,1840,Free,Coming soon
3950940,She Hungers,1841,Free,Coming soon
2092510,Dome-King Cabbage,1843,Unpriced (Coming Soon),To be announced
2427530,The Nightscarred: Forgotten Gods,1845,Unpriced (Coming Soon),To be announced
2615420,Portal: Ambition,1847,Free,
2717620,Of Love and Eternity,1848,Free,Coming soon
1171340,A.I.M. War Protocol,1849,Unpriced (Coming Soon),2026
2824880,SHRIMP GAME: OVERKRILL,1850,Unpriced (Coming Soon),Q3 2026
2718320,Green Again,1851,Free,Coming soon
1991250,Automation Station,1852,Unpriced (Coming Soon),To be announced
4151070,Heart Flipper: A House Flipper Dating Sim,1853,Unpriced (Coming Soon),To be announced
4353330,Rinthine,1854,Free,Coming soon
2984800,Double Whammy,1855,Unpriced (Coming Soon),To be announced
3168520,BloomTale,1856,Free,Coming soon
4327300,Silicon Gate,1857,Free,Coming soon
3211220,Lands of Achra,1858,Free,Coming soon
2584740,Malvinas: La Ultima Carta,1859,Free,To be announced
3366370,UnderMire,1860,Unpriced (Coming Soon),To be announced
2437940,Crossroads Inn 2 - Tavern Manager,1861,Unpriced (Coming Soon),To be announced
3485580,Bodybuilder Simulator CO-OP,1862,Free,Coming soon
3372500,1000: The All-Mother's Embrace,1863,Free,Coming soon
2984150,Pirofauna,1864,Unpriced (Coming Soon),To be announced
1692120,Airtight City 2.0 : Awakening,1865,Free,Coming soon
4195140,PIX Football Manager,1866,Unpriced (Coming Soon),September 2026
884670,Codenames,1867,Unpriced (Coming Soon),To be announced
1170670,MILITARY,1868,Free,Coming soon
2425200,HARUKA: Beyond the Stars,1869,Unpriced (Coming Soon),2026
2175890,Medieval Builders: Strongholds & Castles,1871,Free,Coming soon
1343010,Antimatter,1872,Unpriced (Coming Soon),To be announced
