appid,query,query_group,query_priority,provider,tavily_search_depth,budget_query_number,url,title,snippet,date_classification,evidence_type
881940,"site:instagram.com ""Guns 'n Goblins""",social,4,tavily,basic,13,https://www.instagram.com/reel/DaVCCZuoVYa,Instagram,"GUNS 'N GOBLINS is an incremental horde survivor FPS where you are the last Bell Ringer of the final standing Bastion. Ring the bell to call monster swarms, the more you ring, the more XP and gold you earn but the harder the fight. Level up, unlock and upgrade weapons, train a skeleton army, rebuild your defenses and rise from Apprentice Bell Ringer to Master Dragon Hunter. Every death makes you stronger.  
  
🎮 GUNS 'N GOBLINS  
Developer: Lance, Argl  
Publisher: SoulGame [...] Log In

Sign Up

officialgamegil's profile picture

Never miss a post from officialgamegil

Sign up for Instagram to stay in the loop.

Sign up

Log in

Video by Gamegil on July 03, 2026. May be a cartoon of text that says 'GAME GAMEGIL @officialgamegil Gun u'n 'n Goblins is a horde FPS where u ring the bell, fight hordes of creatures, control them, earn rewards & survive more chaos.'.

officialgamegil's profile picture

officialgamegil

•

Follow

officialgamegil's profile picture [...] derinstatim's profile picture

derinstatim

Will the game also be coming to PlayStation 5?

3 likes

Reply

officialgamegil's profile picture

officialgamegil

Guys if you're into discovering new games daily be sure to follow us will appreciate a lot. Thanks and Happy Gaming 🎮 Game name: Gun 'n Goblins

Reply

1K5

Log in to like or comment.

More posts from officialgamegil",unknown_date,social_post
881940,"site:instagram.com ""Guns 'n Goblins""",social,4,tavily,basic,13,https://www.instagram.com/reel/DbLoUfsEbDi,Instagram,"Guns ‘n Goblins is an incremental horde survivor FPS where you face a deluge of monsters and try to outscale the night. You build up your Bastion, level your character, and upgrade your arsenal as the hordes get thicker. [...] You are the last Bell Ringer, and you choose how hard the fight gets by ringing the bell to call in even more creatures. Push your luck for more XP, gold, and resources, then come back stronger after each death as you climb from Apprentice Bell Ringer to Master Dragon Hunter.  
  
🎮 Game: Guns 'n Goblins  
🎯 Genre: FPS, Survival  
👥 Players: Single-player  
💻 Platform: PC  
🔧 Developer: Lance  
📅 Demo available now  
  
Try the demo on Playtester  
  
#indiegame #gaming  
  
Lance",unknown_date,social_post
881940,"site:instagram.com ""Guns 'n Goblins""",social,4,tavily,basic,13,https://www.instagram.com/p/DXfQ379Cjc3?__d=1Soul%E7%94%B7%E5%8F%B7%E6%89%B9%E5%8F%91%E5%95%86%E5%9F%8E%E2%9C%94%EF%B8%8F%2Bweixinle.com%2B%E2%AD%90%2B%2B%E7%9A%87%E5%86%A0%E7%AD%89%E7%BA%A79%E4%B8%BAQQ%E5%8F%B7%E5%87%BA%E6%B5%B7%E7%A5%9E%E5%99%A8,Instagram,"Guns ’n Goblins is a new incremental horde-based survivor FPS from Séverin Larose, Minishoot’ Adventures (Metacritic: 87) game designer and co-founder of @soulgamestudio, and developer Lance. The title was just announced by @secondwind\_group at the Second Wind Games Showcase. Huge thanks to them for accepting the game! [...] ## No comments yet.

Start the conversation.

32

Log in to like or comment.

More posts from jfgamespr

Video by JF Games PR on July 24, 2026. May be an illustration of poster and text that says 'I w 15 Gunsm GOBLINS'.

Video by JF Games PR on July 22, 2026. May be a video game screenshot of poster and text that says '78mor 7morBreak18 Armor Bregk-18 REAR RE AND RUSHS OFFICIAL TRAILER 87 ArmorBreak9 Armo Break9'. [...] Players will have to defend their castle by eliminating a series of foes in a 1 vs. 10,000 inspired by Megabonk and Vampire Survivors. It offers progression options to expand your arsenal potential with new weapons in fruitful runs where nothing is lost on death.  
  
We are working on the PR and organic influencers campaign for Western markets, so if you are a #gamejourno or #contentcreator interested in covering it, feel free to send us a DM.",unknown_date,social_post
881940,"site:instagram.com ""Guns 'n Goblins""",social,4,tavily,basic,13,https://www.instagram.com/reel/Da26cczj4-p,Instagram,"FACE the HORDE in Guns 'n Goblins  
  
What if you were the last line of defense against a nightly monster tide, armed with a bell and a growing arsenal? Guns 'n Goblins is an incremental horde survivor FPS where you ring a bell to call in thousands of enemies, then blast them apart to level up and rebuild your bastion. [...] 🎮 Game: Guns 'n Goblins  
🎯 Genre: Action, Indie, RPG  
👥 Players: Single-player  
💻 Platform: PC  
🔧 Developer: Lance, Argl  
📅 Coming Soon: 2027  
  
#indiegames #newgames #games #rpg #indierpg [...] Developed by Lance and Argl, this single-player indie RPG puts you in the role of the last Bell Ringer. You control the horde by ringing the bell as often as you dare, pushing your limits for more XP, gold, and resources. Level up to max out stats and passive perks, unlock new weapons, and upgrade them to reach deadlier heights. Each death makes you stronger as you rise from Apprentice Bell Ringer to Master Dragon Hunter. You can also call on a skeleton army, repair base equipment, build",unknown_date,social_post
881940,"site:instagram.com ""Guns 'n Goblins""",social,4,tavily,basic,13,https://www.instagram.com/p/DXkBQR5mBvk,Instagram,"El estudio independiente francés Lance se ha asociado con Séverin Larose, diseñador del juego Minishoot's Adventures, para presentar Guns'n Goblins. En desarrollo para Steam, el juego es un FPS de supervivencia incremental basado en hordas en el que los jugadores acabarán con miles de monstruos con la única misión de defender su castillo. A medida que las hordas se vuelvan más desenfrenadas, los jugadores subirán de nivel y mejorarán su arsenal, pasando de una simple pistola a armas [...] pistola a armas devastadoras capaces de acabar con dragones.",unknown_date,social_post
881940,"site:x.com ""Guns 'n Goblins""",social,4,tavily,basic,14,https://x.com/JFGamesPR/status/2047419914768585204,"JF Games - PR & Marketing for Videogames on X: ""Guns ’n Goblins is a new incremental horde-based survivor FPS from Séverin Larose, Minishoot’ Adventures (Metacritic: 87) game designer and co-founder of @SoulGameStudio, and developer Lance. The title was just announced by @SecondWindGroup at the Second Wind Games Showcase. Huge thanks to them for accepting the game! Players will have to defend their castle by eliminating a series of foes in a 1 vs. 10,000 inspired by Megabonk and Vampire Survivors. It offers progression options to expand your arsenal potential with new weapons in fruitful runs where nothing is lost on death. We are working on the PR and organic influencers campaign for Western markets, so if you are a #gamejourno or #contentcreator interested in covering it, feel free to send us a DM. #indiegames #fps #action #rpg #survival #idler #medieval #retro #pc #steam"" / X","Guns ’n Goblins is a new incremental horde-based survivor FPS from Séverin Larose, Minishoot’ Adventures (Metacritic: 87) game designer and co-founder of @SoulGameStudio, and developer Lance. The title was just announced by @SecondWindGroup at the Second Wind Games Showcase. Huge thanks to them for accepting the game! Players will have to defend their castle by eliminating a series of foes in a 1 vs. It offers progression options to expand your arsenal potential with new weapons in fruitful runs where nothing is lost on death. We are working on the PR and organic influencers campaign for Western markets, so if you are a #gamejourno or #contentcreator interested in covering it, feel free to send us a DM. Mixing td and fps is a thing that i always wanted to do! People on X are the first to know. ## New to X? By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use.",unknown_date,social_post
881940,"site:x.com ""Guns 'n Goblins""",social,4,tavily,basic,14,https://x.com/playtesterhq/status/2080686404389289991,"Playtester on X: ""https://t.co/0UhCNvIvdA by @Lancestudio @SoulGameStudio"" / X","## Post. An indie game where you ring a bell to summon bigger monster hordes. - Ring the bell to lure swarms - Level up stats and passive perks - Unlock and upgrade new weapons Try the demo. Game is called Guns 'n Goblins ↓ #indiedev #indiegame. playtester.io/guns-n-goblins by @Lancestudio @SoulGameStudio. Guns 'n Goblins: Red-caped gunman firing rifle at snarling goblins and monsters under a full moon at night. Guns 'n Goblins Demo on PlaytesterFrom playtester.io. 4:07 PM · Jul 24, 202652Views. Don't miss what's happening. People on X are the first to know. ## New to X? Sign up now to get your own personalized timeline! By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use. ## Trending now.",unknown_date,social_post
881940,"site:x.com ""Guns 'n Goblins""",social,4,tavily,basic,14,https://x.com/JFGamesPR/status/2080653294943265229,"JF Games - PR & Marketing for Videogames on X: ""The Guns 'n Goblins demo is now available on Steam, allowing players to check out the new incremental horde-based survivor FPS for the first time. The title is in development by Séverin Larose, Minishoot’ Adventures (Metacritic: 87) game designer and co-founder of @SoulGameStudio, and developer Lance. Players will have to face hordes of enemies to defend their castle while pushing their limits to earn greater rewards. Nothing is lost in death; instead, each death makes the character stronger, allowing them to reach even deadlier heights. We are working on the influencer campaign for Western markets, so if you are a #contentcreator interested in covering it, feel free to send us a DM. #indiegames #fps #action #rpg #survival #idler #medieval #retro #pc #steam"" / X","The Guns 'n Goblins demo is now available on Steam, allowing players to check out the new incremental horde-based survivor FPS for the first time. The title is in development by Séverin Larose, Minishoot’ Adventures (Metacritic: 87) game designer and co-founder of @SoulGameStudio, and developer Lance. Players will have to face hordes of enemies to defend their castle while pushing their limits to earn greater rewards. Nothing is lost in death; instead, each death makes the character stronger, allowing them to reach even deadlier heights. We are working on the influencer campaign for Western markets, so if you are a #contentcreator interested in covering it, feel free to send us a DM. #indiegames #fps #action #rpg #survival #idler #medieval #retro #pc #steam. People on X are the first to know. ## New to X? Sign up now to get your own personalized timeline! By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use. ## Trending now.",unknown_date,social_post
881940,"site:x.com ""Guns 'n Goblins""",social,4,tavily,basic,14,https://x.com/Lancestudio,Lance (@Lancestudio) / X,"Currently working on Guns 'n Goblins. Don't miss what's happening. People on X are the first to know. ## New to X? Sign up now to get your own personalized timeline! By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use. Happy to annonce our new game Guns N Gobelins 😊 - In collaboration with @SoulGameStudio. Guns 'n Goblins - Official Reveal TrailerFrom youtube.com. We are nominated for the Pegases award 🤩. Académie des Arts et Techniques du Jeu Vidéo. Here are the nominees for the Best First Game of the 4th edition of the Pégases ceremony #Pegases2023: Stray de Bluetwelve Studio et @A\_i / @OndeGame de @Grhyll (3-50) / @timeriftgame de @AbidingBridge et Lightshards. ♾ Our video game Onde comes out tomorrow !!! 🔥🔥 More than ever give us your support and add Onde to your wishlist on Steam 🙏🙏🙏 #whishlistwednesday #indiedev #gamedev ⬇️⬇️⬇️ store.steampowered.com/app/1676910/On…. Les mecs stylés @MaxxxDo @Kekeflipnote #FuManchu @ErmiteModerne Peut être à une prochaine au @TGSTOULOUSE :p.",unknown_date,social_post
881940,"site:x.com ""Guns 'n Goblins""",social,4,tavily,basic,14,https://x.com/pplware/status/2048145985566654949,"Pplware on X: ""Guns'n Goblins é um shooter que, tanto tem de revivalista como de moderno. Venham conhecer https://t.co/KJIh1ilruH"" / X","## Post. Guns'n Goblins é um shooter que, tanto tem de revivalista como de moderno. Guns'n Goblins, um intenso shooter revivalistaFrom pplware.sapo.pt. 9:03 PM · Apr 25, 2026196Views. Don't miss what's happening. People on X are the first to know. ## New to X? Sign up now to get your own personalized timeline! By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use. ## Trending now.",unknown_date,social_post
881940,"site: ""Guns 'n Goblins""",social,4,tavily,basic,15,https://www.gamespress.com/Guns-n-Goblins---A-New-Incremental-Horde-Based-Survivor-FPS-Where-Your,"""Guns 'n Goblins - A New Incremental Horde-Based ...","April 24, 2026. Toulouse, France – French independent developers Lance joined forces with Minishoot' Adventures game designer Séverin Larose to present Guns 'n Goblins (teaser, Steam). In development for PC, the game is an incremental horde-based survivor FPS where players will blow up monsters by the thousands with the only mission to defend their castle. As the swarms grow crazier, players will level up and upgrade their arsenal from a simple gun to devastating weapons capable of taking down [...] Unlock new weapons to grow your arsenal and reveal their potential at higher tier.

 Level up your character to gain stats and life changing skills perks.

 Meet a cast of colorful and shady characters that will help improve your cozy bastion.

 Enjoy fruitful runs and permanent progression where nothing is lost on death.

Media Assets:

 Announcement teaser.
 Steam page.

  
   
 About the developers  
   
   
 Soulgame x Lance [...] of taking down dragons!",unknown_date,social_post
881940,"site: ""Guns 'n Goblins""",social,4,tavily,basic,15,https://store.steampowered.com/app/881940/Guns_n_Goblins,Guns 'n Goblins on Steam,"All Games > Action Games > Guns 'n Goblins

Community Hub

Guns 'n Goblins

Guns 'n Goblins

Guns 'n Goblins

Developer

Lance, Argl

Publisher

SoulGame

Release

2027

Face a deluge of monsters in this incremental horde survivor FPS. Build your Bastion, level up your character, and upgrade your arsenal to rise from Apprentice Bell Ringer to Master Dragon Hunter.

All Reviews:

No user reviews

Release Date:

2027

Developer:

Lance, Argl

Publisher:

SoulGame

Tags [...] Title: Guns 'n Goblins  
 Genre: Action, Indie, RPG  

Developer: Lance, Argl

Publisher: SoulGame

Release Date: 2027

View update history   Read related news   View discussions   Find Community Groups

Embed

Report this Product)

Ratings

Rating Pending

Age rating for: Coordenação de Classificação Indicativa

Links & info

This game is not yet available on Steam

# Planned Release Date: 2027

Interested?  
Add to your wishlist and get notified when it becomes available.

View Community Hub [...] You can use this widget-maker to generate a bit of HTML that can be embedded in your website to easily allow customers to purchase this game on Steam.

Enter up to 375 characters to add a description to your widget:

Create widget

Copy and paste the HTML below into your website to make the above widget appear

## Popular user-defined tags for this product:(?)

## Sign In

Sign in to add your own tags to this product.

Sign In",unknown_date,social_post
881940,"site: ""Guns 'n Goblins""",social,4,tavily,basic,15,https://playtester.io/guns-n-goblins,Guns 'n Goblins Demo on Playtester,"Guns 'n Goblins: First-person rifle firing into a huge skull swarm under a bright full moon forest valley.
Guns 'n Goblins: First-person shotgun aimed at a swarm of pixel goblins in a moonlit field.
Guns 'n Goblins: First-person rifle aimed at a demon amid a huge skull horde in misty forest clearing.
Guns 'n Goblins: Pistol aimed at a huge swarm of pixel goblins under a stone arch bridge at dusk. [...] Guns 'n Goblins: Level up popup over pistol view facing a pixel goblin in a blue stone dungeon corridor.
Guns 'n Goblins: First-person gunfire erupts in explosions over a goblin horde under a giant moon.
Guns 'n Goblins: Explosions hit a goblin horde at a stone bastion wall under a red sky, bell tower ahead.
Guns 'n Goblins: Campfire glowing by a ruined stone hut and crates in a dark, foggy forest clearing. [...] Guns 'n Goblins: Shotgun blasts at a skull gate with explosions in a dark pixelated dungeon corridor.
Guns 'n Goblins: Level up popup over sparkling loot as rifle aims down a misty stone bridge.",unknown_date,social_post
881940,"site: ""Guns 'n Goblins""",social,4,tavily,basic,15,https://steamcommunity.com/app/881940,Guns 'n Goblins,"Store Page

Guns 'n Goblins

All Discussions Screenshots Artwork Broadcasts Videos News Guides Reviews

### Guns 'n Goblins

Store Page

0 in Group Chat;)

0 in Group Chat;)

Face a deluge of monsters in this incremental horde survivor FPS. Build your Bastion, level up your character, and upgrade your arsenal to rise from Apprentice Bell Ringer to Master Dragon Hunter.

Visit the Store Page

Most popular community and official content for the past week.  (?)

Co-op?

Title

12

[Maxbex [...] 简体中文 (Simplified Chinese)   繁體中文 (Traditional Chinese)   日本語 (Japanese)   한국어 (Korean)   ไทย (Thai)   Bahasa Indonesia (Indonesian)   Bahasa Melayu (Malay) BETA   Български (Bulgarian)   Čeština (Czech)   Dansk (Danish)   Deutsch (German)   Español - España (Spanish - Spain)   Español - Latinoamérica (Spanish - Latin America)   Ελληνικά (Greek)   Français (French)   Italiano (Italian)   Magyar (Hungarian)   Nederlands (Dutch)   Norsk (Norwegian)   Polski (Polish)   Português (Portuguese - [...] Sign in   Store 

Home   Discovery Queue   Wishlist   Points Shop   News   Charts

 Community 

Home   Discussions   Workshop   Market   Broadcasts

 About   Support 

Change language

Get the Steam Mobile App

View desktop website

© Valve Corporation. All rights reserved. All trademarks are property of their respective owners in the US and other countries.  Privacy Policy  |  Legal  |  Accessibility  |  Steam Subscriber Agreement  |  Refunds  |  Cookies

STEAM

Link to the Steam Homepage",unknown_date,social_post
881940,"site: ""Guns 'n Goblins""",social,4,tavily,basic,15,https://www.youtube.com/watch?v=sJU1vJsGgnQ,Guns 'n Goblins - Official Reveal Trailer,"# Guns 'n Goblins - Official Reveal Trailer
## GameTrailers
1310000 subscribers
4913 likes

### Description
101839 views
Posted: 23 Apr 2026
Take a look at the Reveal Trailer for Guns 'n Goblins, a horde-based survival first-person shooter developed by Soulgame and Lance. Players will take on waves of enemies to defend the coveted castle from being destroyed. Level up, attain upgrades, and take down dragons in Guns 'n Goblins, coming soon to PC (Steam).

#GunsNGoblins #Gaming #IGN",unknown_date,social_post
